ts,cam_id,name,car,moto,bus,truck,veh_total,brightness,lit,samples,stale
2026-09-06T21:50,88895623-f6fa-4509-a927-8eae076725da,Ft. Hamilton Pkwy @ McDonald Ave,6,0,0,2,8,100.7,1,14,0
2026-09-06T21:50,0bbea8bd-10f1-4126-b3c5-9e9432eab749,Atlantic Ave @ Pennsylvania Ave,10,0,1,0,11,125.7,1,14,0
2026-09-06T21:50,d401c83b-2f78-49dd-8974-14c819a992b2,C2-PE-05-Ctr_at_7th_Ave-Ex4,5,0,0,0,5,112.4,1,14,0
2026-09-06T21:50,40961631-fb83-4f48-8ffb-3385448d4e5f,7 Ave @ 18 St,8,0,0,1,9,138.4,1,11,3
2026-09-06T21:50,f801cf2f-cd02-4077-aa53-99ee8a00e1ab,3 Ave @ Atlantic Ave,2,0,0,2,4,123.9,1,11,3
2026-09-06T21:50,ed0f8bd4-fe44-4f86-98a9-91f45b446200,3 Ave @ Union St,3,0,0,2,5,142.4,1,11,3
2026-09-06T21:50,2e0d5197-6073-411f-9d1a-326b30841679,Flushing Ave @ Williamsburg W St,1,0,0,0,1,146.8,1,11,3
2026-09-06T21:50,9a01683c-321a-421b-b9c3-056bbf851f25,C2-PE-06-WB_at_6th_Ave-Ex2,4,0,0,0,4,120.2,1,14,0
2026-09-06T21:51,c89b62d1-35be-4bb8-b22b-a77c2583733c,Eastern Pkwy @ Utica Ave,0,0,0,0,0,142.2,1,14,0
2026-09-06T21:51,f4c47f52-9c8d-494a-92da-4dcc09a19fab,Eastern Pkwy @ Bedford Ave,2,0,0,1,3,151.8,1,7,7
2026-09-06T21:51,2fe54994-17f6-499d-a3ab-8c6dc9dbda9e,Atlantic Ave @ Bedford Ave,1,0,1,1,3,105.0,1,14,0
2026-09-06T21:51,2e43a9d0-1df8-4a38-ae20-2e0f359bb55d,Flatbush Ave @ Empire Blvd,6,0,0,1,7,94.5,1,14,0
2026-09-06T21:51,1c51b3ec-3d29-4025-928d-4e182e7c0bd5,Grand Army Plaza,4,0,0,1,5,146.4,1,11,3
2026-09-06T21:51,cb68b8b1-9093-4f2e-acf2-8133b047e8df,Flatbush Ave @ Eastern Pkwy,1,0,0,0,1,100.0,1,14,0
2026-09-06T21:51,2064d8ab-597a-45d8-a3c9-5ab95a4e69e6,7 Ave @ Union St,3,0,0,0,3,96.3,1,14,0
2026-09-06T21:51,fde1748c-7c0f-4df8-8acd-120df29a9305,Atlantic Ave @ Eastern Pkwy,2,0,0,0,2,93.2,1,14,0
2026-09-06T21:51,6851bbf7-e079-4379-b021-e5c7dafcb8c9,8 Ave @ 9 St,6,0,0,2,8,148.3,1,11,3
2026-09-06T21:51,74707723-013b-4bf1-9a8b-c209dbf71984,Bushwick Ave @ Gates Ave,2,0,0,1,3,119.7,1,14,0
2026-09-06T21:51,a8805cdb-e305-42d0-b011-cb825380cf8e,Bushwick Ave @ Cooper St,4,0,0,4,8,109.4,1,14,0
2026-09-06T21:51,068461e2-c62f-4ce4-adac-5f9efe92af1d,Bushwick Ave @ De Kalb Ave,9,0,0,0,9,126.5,1,14,0
2026-09-06T21:51,089d8066-4e5e-4549-9496-a5f4ffb56ef5,7 Ave @ 9 St,4,0,0,3,7,118.1,1,11,3
2026-09-06T21:51,a8f2d065-c266-4378-ac63-50b81677da84,C2-PE-02-Ctr_at_Ft_Hamltn_Pkwy-Ex5,1,0,0,0,1,114.7,1,1,13
2026-09-06T21:51,053afe02-e1b3-4bea-9995-787e72c7fff4,Atlantic Ave @ Barclays Center,8,0,0,0,8,116.8,1,14,0
2026-09-06T21:51,fa287d30-44a9-48ef-90d6-5ab0a54eab15,Flatbush Ave and Atlantic Ave,1,0,0,2,3,97.7,1,14,0
2026-09-06T21:51,5f4bef40-ddee-41fa-a623-6388d561f416,C2-PE-01-Cntr_at_Caton_Ave-Ex6,15,0,0,1,16,138.1,1,14,0
2026-09-06T21:51,f9608ba1-608f-4dad-a8aa-9a9c1978b363,McDonald Ave @ 10th Ave / 20th St,1,0,0,0,1,98.6,1,14,0
2026-09-06T21:51,9955d671-39ad-4fb7-b63e-4e78cf6ac157,Flatbush Ave and 4 Ave,2,0,0,1,3,112.7,1,14,0
2026-09-06T21:51,2293205b-2b15-44da-8220-6833a13c5a80,Ocean Pkwy @ Church Ave,9,0,1,0,10,101.3,1,11,3
2026-09-06T21:51,3c079db6-117c-4e79-94ed-5178c1517091,Prospect Expwy @ Prospect Park W @ 19 St,8,0,0,0,8,125.1,1,8,6
2026-09-06T21:51,5a9ebe48-fb36-4de7-8666-f50de83c7941,Flatbush Ave @ Nostrand Ave,10,0,0,0,10,122.6,1,14,0
2026-09-06T21:51,88895623-f6fa-4509-a927-8eae076725da,Ft. Hamilton Pkwy @ McDonald Ave,5,0,0,2,7,98.2,1,14,0
2026-09-06T21:51,0bbea8bd-10f1-4126-b3c5-9e9432eab749,Atlantic Ave @ Pennsylvania Ave,11,0,0,0,11,124.7,1,14,0
2026-09-06T21:51,d401c83b-2f78-49dd-8974-14c819a992b2,C2-PE-05-Ctr_at_7th_Ave-Ex4,4,0,0,0,4,118.3,1,14,0
2026-09-06T21:51,40961631-fb83-4f48-8ffb-3385448d4e5f,7 Ave @ 18 St,6,0,0,1,7,139.5,1,11,3
2026-09-06T21:51,f801cf2f-cd02-4077-aa53-99ee8a00e1ab,3 Ave @ Atlantic Ave,5,0,0,1,6,125.1,1,11,3
2026-09-06T21:51,ed0f8bd4-fe44-4f86-98a9-91f45b446200,3 Ave @ Union St,3,0,0,1,4,141.9,1,11,3
2026-09-06T21:51,2e0d5197-6073-411f-9d1a-326b30841679,Flushing Ave @ Williamsburg W St,1,0,0,0,1,142.3,1,11,3
2026-09-06T21:51,9a01683c-321a-421b-b9c3-056bbf851f25,C2-PE-06-WB_at_6th_Ave-Ex2,4,0,0,0,4,118.6,1,14,0
2026-09-06T21:52,c89b62d1-35be-4bb8-b22b-a77c2583733c,Eastern Pkwy @ Utica Ave,1,0,0,0,1,139.8,1,14,0
2026-09-06T21:52,f4c47f52-9c8d-494a-92da-4dcc09a19fab,Eastern Pkwy @ Bedford Ave,6,0,0,1,7,147.7,1,6,8
2026-09-06T21:52,2fe54994-17f6-499d-a3ab-8c6dc9dbda9e,Atlantic Ave @ Bedford Ave,3,0,0,0,3,108.1,1,14,0
2026-09-06T21:52,2e43a9d0-1df8-4a38-ae20-2e0f359bb55d,Flatbush Ave @ Empire Blvd,7,0,0,1,8,94.6,1,14,0
2026-09-06T21:52,1c51b3ec-3d29-4025-928d-4e182e7c0bd5,Grand Army Plaza,6,0,0,0,6,145.0,1,11,3
2026-09-06T21:52,cb68b8b1-9093-4f2e-acf2-8133b047e8df,Flatbush Ave @ Eastern Pkwy,2,0,0,0,2,97.6,1,14,0
2026-09-06T21:52,2064d8ab-597a-45d8-a3c9-5ab95a4e69e6,7 Ave @ Union St,4,0,0,0,4,96.3,1,14,0
2026-09-06T21:52,fde1748c-7c0f-4df8-8acd-120df29a9305,Atlantic Ave @ Eastern Pkwy,3,0,0,0,3,92.4,1,14,0
2026-09-06T21:52,6851bbf7-e079-4379-b021-e5c7dafcb8c9,8 Ave @ 9 St,5,0,0,1,6,146.9,1,11,3
2026-09-06T21:52,74707723-013b-4bf1-9a8b-c209dbf71984,Bushwick Ave @ Gates Ave,2,0,0,2,4,119.4,1,14,0
2026-09-06T21:52,a8805cdb-e305-42d0-b011-cb825380cf8e,Bushwick Ave @ Cooper St,7,0,0,2,9,109.8,1,14,0
2026-09-06T21:52,068461e2-c62f-4ce4-adac-5f9efe92af1d,Bushwick Ave @ De Kalb Ave,8,0,0,0,8,126.3,1,14,0
2026-09-06T21:52,089d8066-4e5e-4549-9496-a5f4ffb56ef5,7 Ave @ 9 St,6,0,0,3,9,119.7,1,11,3
2026-09-06T21:52,a8f2d065-c266-4378-ac63-50b81677da84,C2-PE-02-Ctr_at_Ft_Hamltn_Pkwy-Ex5,1,0,0,0,1,114.7,1,1,13
2026-09-06T21:52,053afe02-e1b3-4bea-9995-787e72c7fff4,Atlantic Ave @ Barclays Center,5,1,0,0,6,118.6,1,14,0
2026-09-06T21:52,fa287d30-44a9-48ef-90d6-5ab0a54eab15,Flatbush Ave and Atlantic Ave,2,0,0,2,4,97.8,1,14,0
2026-09-06T21:52,5f4bef40-ddee-41fa-a623-6388d561f416,C2-PE-01-Cntr_at_Caton_Ave-Ex6,19,0,0,1,20,138.5,1,14,0
2026-09-06T21:52,f9608ba1-608f-4dad-a8aa-9a9c1978b363,McDonald Ave @ 10th Ave / 20th St,1,0,0,0,1,94.2,1,14,0
2026-09-06T21:52,9955d671-39ad-4fb7-b63e-4e78cf6ac157,Flatbush Ave and 4 Ave,7,0,0,5,12,113.3,1,14,0
2026-09-06T21:52,2293205b-2b15-44da-8220-6833a13c5a80,Ocean Pkwy @ Church Ave,8,0,0,0,8,102.4,1,11,3
2026-09-06T21:52,3c079db6-117c-4e79-94ed-5178c1517091,Prospect Expwy @ Prospect Park W @ 19 St,9,0,0,1,10,123.0,1,7,7
2026-09-06T21:52,5a9ebe48-fb36-4de7-8666-f50de83c7941,Flatbush Ave @ Nostrand Ave,8,0,1,0,9,116.6,1,13,1
2026-09-06T21:52,88895623-f6fa-4509-a927-8eae076725da,Ft. Hamilton Pkwy @ McDonald Ave,7,0,0,3,10,98.3,1,14,0
2026-09-06T21:52,0bbea8bd-10f1-4126-b3c5-9e9432eab749,Atlantic Ave @ Pennsylvania Ave,10,0,1,1,12,123.3,1,14,0
2026-09-06T21:52,d401c83b-2f78-49dd-8974-14c819a992b2,C2-PE-05-Ctr_at_7th_Ave-Ex4,5,0,0,0,5,119.7,1,14,0
2026-09-06T21:52,40961631-fb83-4f48-8ffb-3385448d4e5f,7 Ave @ 18 St,6,0,0,1,7,141.6,1,11,3
2026-09-06T21:52,f801cf2f-cd02-4077-aa53-99ee8a00e1ab,3 Ave @ Atlantic Ave,2,0,0,2,4,124.7,1,11,3
2026-09-06T21:52,ed0f8bd4-fe44-4f86-98a9-91f45b446200,3 Ave @ Union St,3,0,0,1,4,141.5,1,11,3
2026-09-06T21:52,2e0d5197-6073-411f-9d1a-326b30841679,Flushing Ave @ Williamsburg W St,3,0,0,2,5,133.8,1,11,3
2026-09-06T21:52,9a01683c-321a-421b-b9c3-056bbf851f25,C2-PE-06-WB_at_6th_Ave-Ex2,4,0,0,0,4,120.2,1,14,0
2026-09-06T21:53,c89b62d1-35be-4bb8-b22b-a77c2583733c,Eastern Pkwy @ Utica Ave,0,0,0,0,0,139.3,1,13,0
2026-09-06T21:53,f4c47f52-9c8d-494a-92da-4dcc09a19fab,Eastern Pkwy @ Bedford Ave,4,0,0,0,4,151.9,1,5,8
2026-09-06T21:53,2fe54994-17f6-499d-a3ab-8c6dc9dbda9e,Atlantic Ave @ Bedford Ave,0,0,0,0,0,108.6,1,13,0
2026-09-06T21:53,2e43a9d0-1df8-4a38-ae20-2e0f359bb55d,Flatbush Ave @ Empire Blvd,7,0,0,1,8,94.6,1,13,0
2026-09-06T21:53,1c51b3ec-3d29-4025-928d-4e182e7c0bd5,Grand Army Plaza,8,0,0,0,8,143.8,1,10,3
2026-09-06T21:53,cb68b8b1-9093-4f2e-acf2-8133b047e8df,Flatbush Ave @ Eastern Pkwy,2,0,0,0,2,98.4,1,13,0
2026-09-06T21:53,2064d8ab-597a-45d8-a3c9-5ab95a4e69e6,7 Ave @ Union St,3,0,0,0,3,96.9,1,13,0
2026-09-06T21:53,fde1748c-7c0f-4df8-8acd-120df29a9305,Atlantic Ave @ Eastern Pkwy,3,0,0,0,3,92.7,1,13,0
2026-09-06T21:53,6851bbf7-e079-4379-b021-e5c7dafcb8c9,8 Ave @ 9 St,5,1,0,2,8,144.7,1,11,2
2026-09-06T21:53,74707723-013b-4bf1-9a8b-c209dbf71984,Bushwick Ave @ Gates Ave,5,0,0,1,6,115.5,1,13,0
2026-09-06T21:53,a8805cdb-e305-42d0-b011-cb825380cf8e,Bushwick Ave @ Cooper St,5,0,0,1,6,111.7,1,13,0
2026-09-06T21:53,068461e2-c62f-4ce4-adac-5f9efe92af1d,Bushwick Ave @ De Kalb Ave,7,0,0,0,7,125.1,1,13,0
2026-09-06T21:53,089d8066-4e5e-4549-9496-a5f4ffb56ef5,7 Ave @ 9 St,4,0,1,3,8,119.6,1,11,2
2026-09-06T21:53,a8f2d065-c266-4378-ac63-50b81677da84,C2-PE-02-Ctr_at_Ft_Hamltn_Pkwy-Ex5,1,0,0,0,1,114.7,1,1,12
2026-09-06T21:53,053afe02-e1b3-4bea-9995-787e72c7fff4,Atlantic Ave @ Barclays Center,8,0,0,1,9,117.3,1,13,0
2026-09-06T21:53,fa287d30-44a9-48ef-90d6-5ab0a54eab15,Flatbush Ave and Atlantic Ave,5,0,1,1,7,98.5,1,13,0
2026-09-06T21:53,5f4bef40-ddee-41fa-a623-6388d561f416,C2-PE-01-Cntr_at_Caton_Ave-Ex6,17,0,0,1,18,138.3,1,13,0
2026-09-06T21:53,f9608ba1-608f-4dad-a8aa-9a9c1978b363,McDonald Ave @ 10th Ave / 20th St,1,0,0,0,1,95.6,1,13,0
2026-09-06T21:53,9955d671-39ad-4fb7-b63e-4e78cf6ac157,Flatbush Ave and 4 Ave,3,0,0,1,4,111.4,1,13,0
2026-09-06T21:53,2293205b-2b15-44da-8220-6833a13c5a80,Ocean Pkwy @ Church Ave,8,0,0,1,9,99.8,1,11,2
2026-09-06T21:53,3c079db6-117c-4e79-94ed-5178c1517091,Prospect Expwy @ Prospect Park W @ 19 St,8,0,0,1,9,124.8,1,5,8
2026-09-06T21:53,5a9ebe48-fb36-4de7-8666-f50de83c7941,Flatbush Ave @ Nostrand Ave,7,0,1,0,8,114.4,1,12,1
2026-09-06T21:53,88895623-f6fa-4509-a927-8eae076725da,Ft. Hamilton Pkwy @ McDonald Ave,4,0,0,2,6,99.9,1,13,0
2026-09-06T21:53,0bbea8bd-10f1-4126-b3c5-9e9432eab749,Atlantic Ave @ Pennsylvania Ave,12,0,1,1,14,127.5,1,13,0
2026-09-06T21:53,d401c83b-2f78-49dd-8974-14c819a992b2,C2-PE-05-Ctr_at_7th_Ave-Ex4,4,0,0,0,4,114.6,1,13,0
2026-09-06T21:53,40961631-fb83-4f48-8ffb-3385448d4e5f,7 Ave @ 18 St,5,0,0,1,6,138.6,1,11,2
2026-09-06T21:53,f801cf2f-cd02-4077-aa53-99ee8a00e1ab,3 Ave @ Atlantic Ave,3,0,1,3,7,123.5,1,11,2
2026-09-06T21:53,ed0f8bd4-fe44-4f86-98a9-91f45b446200,3 Ave @ Union St,1,0,0,2,3,138.6,1,11,2
2026-09-06T21:53,2e0d5197-6073-411f-9d1a-326b30841679,Flushing Ave @ Williamsburg W St,5,0,0,1,6,129.9,1,11,2
2026-09-06T21:53,9a01683c-321a-421b-b9c3-056bbf851f25,C2-PE-06-WB_at_6th_Ave-Ex2,4,0,0,0,4,120.1,1,13,0
2026-09-06T21:54,c89b62d1-35be-4bb8-b22b-a77c2583733c,Eastern Pkwy @ Utica Ave,0,0,0,0,0,140.4,1,14,0
2026-09-06T21:54,f4c47f52-9c8d-494a-92da-4dcc09a19fab,Eastern Pkwy @ Bedford Ave,3,0,0,1,4,153.3,1,6,8
2026-09-06T21:54,2fe54994-17f6-499d-a3ab-8c6dc9dbda9e,Atlantic Ave @ Bedford Ave,3,0,0,0,3,107.9,1,14,0
2026-09-06T21:54,2e43a9d0-1df8-4a38-ae20-2e0f359bb55d,Flatbush Ave @ Empire Blvd,6,0,0,1,7,94.1,1,14,0
2026-09-06T21:54,1c51b3ec-3d29-4025-928d-4e182e7c0bd5,Grand Army Plaza,9,0,0,0,9,145.3,1,11,3
2026-09-06T21:54,cb68b8b1-9093-4f2e-acf2-8133b047e8df,Flatbush Ave @ Eastern Pkwy,2,0,0,0,2,98.4,1,14,0
2026-09-06T21:54,2064d8ab-597a-45d8-a3c9-5ab95a4e69e6,7 Ave @ Union St,3,0,0,0,3,97.2,1,14,0
2026-09-06T21:54,fde1748c-7c0f-4df8-8acd-120df29a9305,Atlantic Ave @ Eastern Pkwy,7,0,0,1,8,95.9,1,14,0
2026-09-06T21:54,6851bbf7-e079-4379-b021-e5c7dafcb8c9,8 Ave @ 9 St,7,0,0,4,11,142.8,1,11,3
2026-09-06T21:54,74707723-013b-4bf1-9a8b-c209dbf71984,Bushwick Ave @ Gates Ave,2,0,1,1,4,116.1,1,14,0
2026-09-06T21:54,a8805cdb-e305-42d0-b011-cb825380cf8e,Bushwick Ave @ Cooper St,3,0,0,3,6,114.8,1,14,0
2026-09-06T21:54,068461e2-c62f-4ce4-adac-5f9efe92af1d,Bushwick Ave @ De Kalb Ave,7,0,0,1,8,124.9,1,14,0
2026-09-06T21:54,089d8066-4e5e-4549-9496-a5f4ffb56ef5,7 Ave @ 9 St,4,0,0,4,8,120.8,1,11,3
2026-09-06T21:54,a8f2d065-c266-4378-ac63-50b81677da84,C2-PE-02-Ctr_at_Ft_Hamltn_Pkwy-Ex5,1,0,0,0,1,114.7,1,1,13
2026-09-06T21:54,053afe02-e1b3-4bea-9995-787e72c7fff4,Atlantic Ave @ Barclays Center,8,0,0,1,9,116.3,1,14,0
2026-09-06T21:54,fa287d30-44a9-48ef-90d6-5ab0a54eab15,Flatbush Ave and Atlantic Ave,4,0,1,1,6,97.6,1,14,0
2026-09-06T21:54,5f4bef40-ddee-41fa-a623-6388d561f416,C2-PE-01-Cntr_at_Caton_Ave-Ex6,17,0,0,1,18,139.3,1,14,0
2026-09-06T21:54,f9608ba1-608f-4dad-a8aa-9a9c1978b363,McDonald Ave @ 10th Ave / 20th St,1,0,0,0,1,98.3,1,14,0
2026-09-06T21:54,9955d671-39ad-4fb7-b63e-4e78cf6ac157,Flatbush Ave and 4 Ave,4,0,0,2,6,110.7,1,14,0
2026-09-06T21:54,2293205b-2b15-44da-8220-6833a13c5a80,Ocean Pkwy @ Church Ave,8,0,0,1,9,101.2,1,11,3
2026-09-06T21:54,3c079db6-117c-4e79-94ed-5178c1517091,Prospect Expwy @ Prospect Park W @ 19 St,8,0,0,0,8,125.6,1,6,8
2026-09-06T21:54,5a9ebe48-fb36-4de7-8666-f50de83c7941,Flatbush Ave @ Nostrand Ave,9,0,0,0,9,115.3,1,14,0
2026-09-06T21:54,88895623-f6fa-4509-a927-8eae076725da,Ft. Hamilton Pkwy @ McDonald Ave,2,0,0,4,6,89.8,1,14,0
2026-09-06T21:54,0bbea8bd-10f1-4126-b3c5-9e9432eab749,Atlantic Ave @ Pennsylvania Ave,12,0,0,0,12,123.7,1,14,0
2026-09-06T21:54,d401c83b-2f78-49dd-8974-14c819a992b2,C2-PE-05-Ctr_at_7th_Ave-Ex4,6,0,0,0,6,114.9,1,14,0
2026-09-06T21:54,40961631-fb83-4f48-8ffb-3385448d4e5f,7 Ave @ 18 St,6,0,0,1,7,139.9,1,11,3
2026-09-06T21:54,f801cf2f-cd02-4077-aa53-99ee8a00e1ab,3 Ave @ Atlantic Ave,3,0,0,2,5,124.3,1,11,3
2026-09-06T21:54,ed0f8bd4-fe44-4f86-98a9-91f45b446200,3 Ave @ Union St,2,0,0,3,5,142.1,1,11,3
2026-09-06T21:54,2e0d5197-6073-411f-9d1a-326b30841679,Flushing Ave @ Williamsburg W St,1,0,0,0,1,142.7,1,11,3
2026-09-06T21:54,9a01683c-321a-421b-b9c3-056bbf851f25,C2-PE-06-WB_at_6th_Ave-Ex2,6,0,0,0,6,120.2,1,14,0
2026-09-06T21:55,c89b62d1-35be-4bb8-b22b-a77c2583733c,Eastern Pkwy @ Utica Ave,0,0,0,0,0,138.7,1,14,0
2026-09-06T21:55,f4c47f52-9c8d-494a-92da-4dcc09a19fab,Eastern Pkwy @ Bedford Ave,5,0,0,3,8,144.0,1,5,9
